experiment_id,learning_rate,epochs,country,pc1_score
exp_019,0.05,25,Iceland,-1.9893622711479964
exp_019,0.05,25,Ireland,-2.0527142318186202
exp_019,0.05,25,Switzerland,-2.915708563104732
exp_019,0.05,25,Luxembourg,-3.641631714297275
exp_020,0.05,50,Ukraine,4.328603321311933
exp_020,0.05,50,Bulgaria,2.595791375577563
exp_020,0.05,50,Estonia,2.567217952240041
exp_020,0.05,50,Latvia,2.338016355783299
exp_020,0.05,50,Lithuania,1.6058698594439802
exp_020,0.05,50,Poland,1.4008541347551535
exp_020,0.05,50,Hungary,1.3741767461702028
exp_020,0.05,50,Croatia,1.281218606205848
exp_020,0.05,50,Greece,1.0862367864132454
exp_020,0.05,50,Slovakia,0.8114987721678253
exp_020,0.05,50,Portugal,0.5566497561615471
exp_020,0.05,50,Slovenia,0.11075985593431098
exp_020,0.05,50,Spain,-0.1811591617331132
exp_020,0.05,50,Czech Republic,-0.19112415785538928
exp_020,0.05,50,Finland,-0.2577113195349858
exp_020,0.05,50,United Kingdom,-0.36267226163422206
exp_020,0.05,50,Belgium,-0.584403999421363
exp_020,0.05,50,Germany,-0.6257177843903743
exp_020,0.05,50,Italy,-0.9026349511993158
exp_020,0.05,50,Sweden,-0.9397201923338558
exp_020,0.05,50,Denmark,-0.9417606957626553
exp_020,0.05,50,Austria,-1.0077632804198906
exp_020,0.05,50,Iceland,-1.532504619097341
exp_020,0.05,50,Ireland,-1.7805921834298493
exp_020,0.05,50,Netherlands,-1.8256255427227892
exp_020,0.05,50,Norway,-2.198043683181226
exp_020,0.05,50,Luxembourg,-3.338462660172292
exp_020,0.05,50,Switzerland,-3.386997029276226
exp_021,0.05,100,Ukraine,4.482975118920179
exp_021,0.05,100,Estonia,2.5632115238802
exp_021,0.05,100,Latvia,2.4503492641862703
exp_021,0.05,100,Bulgaria,2.4484656632327524
exp_021,0.05,100,Lithuania,1.740884880643824
exp_021,0.05,100,Hungary,1.4281780110637545
exp_021,0.05,100,Poland,1.373592353253414
exp_021,0.05,100,Croatia,1.2084906465632044
exp_021,0.05,100,Slovakia,0.9923386658820053
exp_021,0.05,100,Greece,0.7203418551950779
exp_021,0.05,100,Portugal,0.5295901980775649
exp_021,0.05,100,Slovenia,0.03645545039054332
exp_021,0.05,100,Czech Republic,-0.18945862763456345
exp_021,0.05,100,Spain,-0.19615236808170022
exp_021,0.05,100,Finland,-0.4077883908756118
exp_021,0.05,100,United Kingdom,-0.43055665728189596
exp_021,0.05,100,Belgium,-0.5592653261279794
exp_021,0.05,100,Germany,-0.8341195727423516
exp_021,0.05,100,Denmark,-0.8815889488540644
exp_021,0.05,100,Austria,-0.9581026197403573
exp_021,0.05,100,Italy,-0.9988962593822074
exp_021,0.05,100,Sweden,-1.1015585116020747
exp_021,0.05,100,Iceland,-1.2411565483190006
exp_021,0.05,100,Ireland,-1.534427174500151
exp_021,0.05,100,Netherlands,-1.8280670210753018
exp_021,0.05,100,Norway,-2.4035594694701077
exp_021,0.05,100,Luxembourg,-3.117027863965232
exp_021,0.05,100,Switzerland,-3.2931482716361185
exp_022,0.05,500,Ukraine,4.567837017122047
exp_022,0.05,500,Bulgaria,2.6150562287103196
exp_022,0.05,500,Estonia,2.491021485734768
exp_022,0.05,500,Latvia,2.3088366526315833
exp_022,0.05,500,Lithuania,1.5316683294620776
exp_022,0.05,500,Poland,1.4689775862953545
exp_022,0.05,500,Hungary,1.3994166216092956
exp_022,0.05,500,Croatia,1.2760286857594845
exp_022,0.05,500,Greece,1.0045722747667072
exp_022,0.05,500,Slovakia,0.7841874267502764
exp_022,0.05,500,Portugal,0.5284737547048313
exp_022,0.05,500,Slovenia,0.07414069438559773
exp_022,0.05,500,Czech Republic,-0.16244915534271864
exp_022,0.05,500,Spain,-0.17352998061868508
exp_022,0.05,500,Finland,-0.2134934870318977
exp_022,0.05,500,United Kingdom,-0.34435668620619253
exp_022,0.05,500,Germany,-0.5942570404297706
exp_022,0.05,500,Belgium,-0.6789786978795416
exp_022,0.05,500,Italy,-0.8556717595186739
exp_022,0.05,500,Sweden,-0.8911453042183362
exp_022,0.05,500,Denmark,-0.9525633495817225
exp_022,0.05,500,Austria,-1.0812821816472693
exp_022,0.05,500,Iceland,-1.5874908934205358
exp_022,0.05,500,Ireland,-1.8107148935045125
exp_022,0.05,500,Netherlands,-1.8370656131112213
exp_022,0.05,500,Norway,-2.1076332991618028
exp_022,0.05,500,Switzerland,-3.2774156342263487
exp_022,0.05,500,Luxembourg,-3.4821687820330403
exp_023,0.05,1000,Ukraine,4.581366535577
exp_023,0.05,1000,Bulgaria,2.6099434442142253
exp_023,0.05,1000,Estonia,2.487450441278283
exp_023,0.05,1000,Latvia,2.306049152089843
exp_023,0.05,1000,Lithuania,1.5298425285691408
exp_023,0.05,1000,Poland,1.4718766533389953
exp_023,0.05,1000,Hungary,1.3968251922079478
exp_023,0.05,1000,Croatia,1.2694431103491564
exp_023,0.05,1000,Greece,0.9992938020328346
exp_023,0.05,1000,Slovakia,0.782681824118021
exp_023,0.05,1000,Portugal,0.5260275277479534
exp_023,0.05,1000,Slovenia,0.06733919248826492
exp_023,0.05,1000,Spain,-0.16411113516838327
exp_023,0.05,1000,Czech Republic,-0.1669438331310148
exp_023,0.05,1000,Finland,-0.21021865852904378
exp_023,0.05,1000,United Kingdom,-0.3410337257660211
exp_023,0.05,1000,Germany,-0.5916633330108435
exp_023,0.05,1000,Belgium,-0.6811067729713234
exp_023,0.05,1000,Italy,-0.85296089431705
exp_023,0.05,1000,Sweden,-0.8844855272427743
exp_023,0.05,1000,Denmark,-0.9550881364267558
exp_023,0.05,1000,Austria,-1.0813529029812743
exp_023,0.05,1000,Iceland,-1.5835316492651774
exp_023,0.05,1000,Ireland,-1.809566336695554
exp_023,0.05,1000,Netherlands,-1.839965912646478
exp_023,0.05,1000,Norway,-2.1059166969283707
exp_023,0.05,1000,Switzerland,-3.281248745190393
exp_023,0.05,1000,Luxembourg,-3.4789451437411354
exp_024,0.05,3000,Ukraine,4.580789348198957
exp_024,0.05,3000,Bulgaria,2.609808852305485
exp_024,0.05,3000,Estonia,2.487676905552035
exp_024,0.05,3000,Latvia,2.3060590001988293
exp_024,0.05,3000,Lithuania,1.5300432907569081
exp_024,0.05,3000,Poland,1.471814411136522
exp_024,0.05,3000,Hungary,1.3968576674136628
exp_024,0.05,3000,Croatia,1.2698274387734583
exp_024,0.05,3000,Greece,1.000054734628781
exp_024,0.05,3000,Slovakia,0.7829183193724817
exp_024,0.05,3000,Portugal,0.5263429304052212
exp_024,0.05,3000,Slovenia,0.06735473792132046
exp_024,0.05,3000,Spain,-0.16380031160959685
exp_024,0.05,3000,Czech Republic,-0.16725460195966158
exp_024,0.05,3000,Finland,-0.21047383238203954
exp_024,0.05,3000,United Kingdom,-0.3407983823467501
exp_024,0.05,3000,Germany,-0.5922546037081453
exp_024,0.05,3000,Belgium,-0.6810832820165786
exp_024,0.05,3000,Italy,-0.8531871338252794
exp_024,0.05,3000,Sweden,-0.8849252114032093
exp_024,0.05,3000,Denmark,-0.9551801815274703
exp_024,0.05,3000,Austria,-1.0816058791746404
exp_024,0.05,3000,Iceland,-1.5835437666753394
exp_024,0.05,3000,Ireland,-1.8090228926117036
exp_024,0.05,3000,Netherlands,-1.8400686149370418
exp_024,0.05,3000,Norway,-2.106410929454673
exp_024,0.05,3000,Switzerland,-3.2816109342205904
exp_024,0.05,3000,Luxembourg,-3.4783270788108696
exp_025,0.1,25,Luxembourg,3.3800212172212936
exp_025,0.1,25,Switzerland,2.611796111609329
exp_025,0.1,25,Ireland,2.2045449396639247
exp_025,0.1,25,Iceland,2.0764462858458486
exp_025,0.1,25,Norway,1.5275874999107173
exp_025,0.1,25,Spain,1.3189746443302068
exp_025,0.1,25,Netherlands,1.3020696939548122
exp_025,0.1,25,Sweden,1.0500934910158997
exp_025,0.1,25,Austria,0.9052979485900889
exp_025,0.1,25,Italy,0.8740243329509058
exp_025,0.1,25,Denmark,0.6399795077356392
exp_025,0.1,25,Belgium,0.4588962947240072
exp_025,0.1,25,Germany,0.40606854703149836
exp_025,0.1,25,United Kingdom,0.3210061582483814
exp_025,0.1,25,Finland,0.16263639594377427
exp_025,0.1,25,Czech Republic,-0.15857676298417078
exp_025,0.1,25,Slovakia,-0.488484799289412
exp_025,0.1,25,Slovenia,-0.5127179200744699
exp_025,0.1,25,Portugal,-0.5800549094487291
exp_025,0.1,25,Lithuania,-1.1177158624035524
exp_025,0.1,25,Poland,-1.1210251916151646
exp_025,0.1,25,Hungary,-1.4038426262349424
exp_025,0.1,25,Croatia,-1.4369275209232584
exp_025,0.1,25,Greece,-1.4867448602879756
exp_025,0.1,25,Latvia,-2.0849737569132913
exp_025,0.1,25,Estonia,-2.494027435728038
exp_025,0.1,25,Bulgaria,-2.9915863696428175
exp_025,0.1,25,Ukraine,-3.3627650532305764
exp_026,0.1,50,Switzerland,3.5005079789782902
exp_026,0.1,50,Luxembourg,2.952736875654422
exp_026,0.1,50,Norway,2.3414854327589203
exp_026,0.1,50,Netherlands,1.8810954637321646
exp_026,0.1,50,Ireland,1.4849251346507755
exp_026,0.1,50,Iceland,1.2697438543453146
exp_026,0.1,50,Denmark,0.9749750182253368
exp_026,0.1,50,Austria,0.9653026341572006
exp_026,0.1,50,Italy,0.9310000370346696
exp_026,0.1,50,Sweden,0.9275720159943658
exp_026,0.1,50,Germany,0.7272837682194421
exp_026,0.1,50,Belgium,0.5398123021595392
exp_026,0.1,50,United Kingdom,0.36141773306598834
exp_026,0.1,50,Finland,0.3227074953777588
exp_026,0.1,50,Czech Republic,0.318217084894404
exp_026,0.1,50,Slovenia,-0.01735240209837946
exp_026,0.1,50,Spain,-0.17195344214733455
exp_026,0.1,50,Portugal,-0.5438834339546343
exp_026,0.1,50,Slovakia,-0.8989411252235611
exp_026,0.1,50,Greece,-0.9947264341004939
exp_026,0.1,50,Croatia,-1.2042370006512881
exp_026,0.1,50,Hungary,-1.278976318773563
exp_026,0.1,50,Poland,-1.3546097952203098
exp_026,0.1,50,Lithuania,-1.7164778254808155
exp_026,0.1,50,Bulgaria,-2.3075691875884767
exp_026,0.1,50,Latvia,-2.3082672288414408
exp_026,0.1,50,Estonia,-2.51018976642394
exp_026,0.1,50,Ukraine,-4.191598868744409
exp_027,0.1,100,Switzerland,3.0331915638290545
exp_027,0.1,100,Norway,2.703832852163104
exp_027,0.1,100,Luxembourg,2.6044522837822157
exp_027,0.1,100,Netherlands,1.6824880696901268
exp_027,0.1,100,Sweden,1.4424392458536754
exp_027,0.1,100,Germany,1.1703690536336122
exp_027,0.1,100,Italy,1.1547108404032715
exp_027,0.1,100,Ireland,1.037011760340613
exp_027,0.1,100,Iceland,0.8224628382105998
exp_027,0.1,100,Austria,0.8145830733558415
exp_027,0.1,100,Denmark,0.7194877836603457
exp_027,0.1,100,Finland,0.7101196696574377
exp_027,0.1,100,United Kingdom,0.5962470592282229
exp_027,0.1,100,Belgium,0.37420138187304114
exp_027,0.1,100,Spain,0.2508911341828485
exp_027,0.1,100,Czech Republic,0.11982569255489062
exp_027,0.1,100,Slovenia,-0.14526162926958208
exp_027,0.1,100,Greece,-0.4897177395248497
exp_027,0.1,100,Portugal,-0.577658347645934
exp_027,0.1,100,Poland,-1.1341292899420437
exp_027,0.1,100,Slovakia,-1.2492519695991906
exp_027,0.1,100,Croatia,-1.267203995674449
exp_027,0.1,100,Hungary,-1.4281125055965984
exp_027,0.1,100,Lithuania,-1.9653899727941484
exp_027,0.1,100,Bulgaria,-2.154264291259633
exp_027,0.1,100,Latvia,-2.5252693392148844
exp_027,0.1,100,Estonia,-2.5379596423882522
exp_027,0.1,100,Ukraine,-3.762095579509402
exp_028,0.1,500,Luxembourg,3.507833988728681
exp_028,0.1,500,Switzerland,3.268805742146993
exp_028,0.1,500,Norway,2.1253994319457052
exp_028,0.1,500,Netherlands,1.8310191189303024
exp_028,0.1,500,Ireland,1.7978223788629883
exp_028,0.1,500,Iceland,1.6102155494160066
exp_028,0.1,500,Austria,1.0968009312736728
exp_028,0.1,500,Denmark,0.950600295274991
exp_028,0.1,500,Sweden,0.9204721093182637
exp_028,0.1,500,Italy,0.8604084645293347
exp_028,0.1,500,Belgium,0.6758294670797242
exp_028,0.1,500,Germany,0.6127614938272765
exp_028,0.1,500,United Kingdom,0.3545152809767753
exp_028,0.1,500,Finland,0.22945436038042244
exp_028,0.1,500,Spain,0.1760266008142537
exp_028,0.1,500,Czech Republic,0.1488443337067915
exp_028,0.1,500,Slovenia,-0.1082129067610132
exp_028,0.1,500,Portugal,-0.5512135539897468
exp_028,0.1,500,Slovakia,-0.7928004880516676
exp_028,0.1,500,Greece,-1.0620807754917327
exp_028,0.1,500,Croatia,-1.3250450174498787
exp_028,0.1,500,Hungary,-1.4064862900527735
exp_028,0.1,500,Poland,-1.4593843257176609
exp_028,0.1,500,Lithuania,-1.544024146040078
exp_028,0.1,500,Latvia,-2.312209024294351
exp_028,0.1,500,Estonia,-2.5006109269061847
exp_028,0.1,500,Bulgaria,-2.6280084164829365
exp_028,0.1,500,Ukraine,-4.476733675974229
exp_029,0.1,1000,Luxembourg,3.4799302081663197
exp_029,0.1,1000,Switzerland,3.2805415775873605
exp_029,0.1,1000,Norway,2.1051702327687627
exp_029,0.1,1000,Netherlands,1.8396864056275828
exp_029,0.1,1000,Ireland,1.8104035003232688
exp_029,0.1,1000,Iceland,1.5838884068872396
exp_029,0.1,1000,Austria,1.081119787838915
exp_029,0.1,1000,Denmark,0.954878070443215
exp_029,0.1,1000,Sweden,0.8841505560903363
exp_029,0.1,1000,Italy,0.8527479121066986
exp_029,0.1,1000,Belgium,0.6811243516403349
exp_029,0.1,1000,Germany,0.5909554729370625
exp_029,0.1,1000,United Kingdom,0.34139055348623115
exp_029,0.1,1000,Finland,0.20994805465894886
exp_029,0.1,1000,Czech Republic,0.16635396646179768
exp_029,0.1,1000,Spain,0.16497099842990037
exp_029,0.1,1000,Slovenia,-0.06762112721340263
exp_029,0.1,1000,Portugal,-0.5257320177336338
exp_029,0.1,1000,Slovakia,-0.7823405993435608
exp_029,0.1,1000,Greece,-0.998709864049373
exp_029,0.1,1000,Croatia,-1.2692808428008904
exp_029,0.1,1000,Hungary,-1.396892216859262
exp_029,0.1,1000,Poland,-1.4718668379385929
exp_029,0.1,1000,Lithuania,-1.5295108833120317
exp_029,0.1,1000,Latvia,-2.3060589700066556
exp_029,0.1,1000,Estonia,-2.487266749756386
exp_029,0.1,1000,Bulgaria,-2.6104099607834237
exp_029,0.1,1000,Ukraine,-4.581569985656834
exp_030,0.1,3000,Luxembourg,3.478303228645492
exp_030,0.1,3000,Switzerland,3.2816235072652096
exp_030,0.1,3000,Norway,2.106412706040829
exp_030,0.1,3000,Netherlands,1.84007661230165
exp_030,0.1,3000,Ireland,1.8090160303891913
exp_030,0.1,3000,Iceland,1.583527687147563
exp_030,0.1,3000,Austria,1.081601551983705
exp_030,0.1,3000,Denmark,0.9551842048561885
exp_030,0.1,3000,Sweden,0.8849155736065342
exp_030,0.1,3000,Italy,0.8531888542476787
exp_030,0.1,3000,Belgium,0.6810847407192973
exp_030,0.1,3000,Germany,0.5922540267745802
exp_030,0.1,3000,United Kingdom,0.3407948310658052
exp_030,0.1,3000,Finland,0.2104711717233357
exp_030,0.1,3000,Czech Republic,0.167265892590319
exp_030,0.1,3000,Spain,0.16378298667500513
exp_030,0.1,3000,Slovenia,-0.06733820462238377
exp_030,0.1,3000,Portugal,-0.526334501290338
exp_030,0.1,3000,Slovakia,-0.7829201999042561
exp_030,0.1,3000,Greece,-1.0000318257935703
exp_030,0.1,3000,Croatia,-1.2698090166548717
exp_030,0.1,3000,Hungary,-1.396853008123379
exp_030,0.1,3000,Poland,-1.4718183935781348
exp_030,0.1,3000,Lithuania,-1.53004532976296
exp_030,0.1,3000,Latvia,-2.3060596137060054
exp_030,0.1,3000,Estonia,-2.4876743291477075
exp_030,0.1,3000,Bulgaria,-2.60979475783419
exp_030,0.1,3000,Ukraine,-4.580824425614659
